Probe Name	Accession #	NS Probe ID	Class Name	Analyte Type	Class Active	BT549 ABCB1 24 minus doxy.RCC	BT549 ABCB1 24 plus doxy.RCC	BT549 ABCB1 4 minus doxy.RCC	BT549 ABCB1 4 plus doxy.RCC	BT549 ABCB1 72 minus doxy.RCC	BT549 ABCB1 72 plus doxy.RCC	BT549 GFP 24 minus doxy.RCC	BT549 GFP 24 plus doxy.RCC	BT549 GFP 4 minus doxy.RCC	BT549 GFP 4 plus doxy.RCC	BT549 GFP 72 minus doxy.RCC	BT549 GFP 72 plus doxy.RCC	CAMA-1 ABCB1 24 minus doxy.RCC	CAMA-1 ABCB1 24 plus doxy.RCC	CAMA-1 ABCB1 4 minus doxy.RCC	CAMA-1 ABCB1 4 plus doxy.RCC	CAMA-1 ABCB1 72 minus doxy.RCC	CAMA-1 ABCB1 72 plus doxy.RCC	CAMA-1 GFP 24 minus doxy.RCC	CAMA-1 GFP 24 plus doxy.RCC	CAMA-1 GFP 4 minus doxy.RCC	CAMA-1 GFP 4 plus doxy.RCC	CAMA-1 GFP 72 minus doxy.RCC	CAMA-1 GFP 72 plus doxy.RCC	HCC1428 ABCB1 24 minus doxy.RCC	HCC1428 ABCB1 24 plus doxy.RCC	HCC1428 ABCB1 4 minus doxy.RCC	HCC1428 ABCB1 4 plus doxy.RCC	HCC1428 ABCB1 72 minus doxy.RCC	HCC1428 ABCB1 72 plus doxy.RCC	HCC1428 GFP 24 minus doxy.RCC	HCC1428 GFP 24 plus doxy.RCC	HCC1428 GFP 4 minus doxy.RCC	HCC1428 GFP 4 plus doxy.RCC	HCC1428 GFP 72 minus doxy.RCC	HCC1428 GFP 72 plus doxy.RCC	Hs578T ABCB1 24 minus doxy.RCC	Hs578T ABCB1 24 plus doxy.RCC	Hs578T ABCB1 4 minus doxy.RCC	Hs578T ABCB1 4 plus doxy.RCC	Hs578T ABCB1 72 minus doxy.RCC	Hs578T Abcb1 72 plus doxy.RCC	Hs578T GFP 24 minus doxy.RCC	Hs578T GFP 24 plus doxy.RCC	Hs578T GFP 4 minus doxy.RCC	Hs578T GFP 4 plus doxy.RCC	Hs578T GFP 72 minus doxy.RCC	Hs578T GFP 72 plus doxy.RCC	MCF7 ABCB1 24 minus doxy.RCC	MCF7 ABCB1 24 plus doxy.RCC	MCF7 ABCB1 72 minus doxy.RCC	MCF7 ABCB1 72 plus doxy.RCC	MCF7 GFP 24 minus doxy.RCC	MCF7 GFP 24 plus doxy.RCC	MCF7 GFP 72 minus doxy.RCC	MCF7 GFP 72 plus doxy.RCC	T47D ABCB1 24 minus doxy.RCC	T47D ABCB1 24 plus doxy.RCC	T47D ABCB1 4 minus doxy.RCC	T47D ABCB1 4 plus doxy.RCC	T47D ABCB1 72 minus doxy.RCC	T47D ABCB1 72 plus doxy.RCC	T47D GFP 24 minus doxy.RCC	T47D GFP 24 plus doxy.RCC	T47D GFP 4 minus doxy.RCC	T47D GFP 4 plus doxy.RCC	T47D GFP 72 minus doxy.RCC	T47D GFP 72 plus doxy.RCC	ZR-75-1 ABCB1 24 minus doxy.RCC	ZR-75-1 ABCB1 24 plus doxy.RCC	ZR-75-1 ABCB1 4 minus doxy.RCC	ZR-75-1 ABCB1 4 plus doxy.RCC	ZR-75-1 ABCB1 72 minus doxy.RCC	ZR-75-1 ABCB1 72 plus doxy.RCC	ZR-75-1 GFP 24 minus doxy.RCC	ZR-75-1 GFP 24 plus doxy.RCC	ZR-75-1 GFP 4 minus doxy.RCC	ZR-75-1 GFP 4 plus doxy.RCC	ZR-75-1 GFP 72 minus doxy.RCC	ZR-75-1 GFP 72 plus doxy.RCC
																																																																																					
ABCB1	NM_000927.3	NM_000927.3:3910	Endogenous	mRNA	2	22.93	10041.67	33.42	4117.13	28.4	13321.08	20	20	20	20	20	20	20	12997.26	20	1393.45	29.46	23994.11	20	20	20	20	20	20	106.94	8460.97	88.54	755.28	111.76	14687.44	62.3	83.73	43.78	40.84	60.75	36.07	55.51	16324.23	42.17	4442.94	40.82	16912.25	108.73	169.05	85.81	91.24	117.08	26.65	54.42	24328.35	132	44958.74	20	20	20	20	69.46	46172.5	48.1	5005.68	55.87	87718.34	20	20	20	20	20	20	20	1398	20	46.94	20	8106.95	20	20	20	20	20	20
ACTA2	NM_001613.1	NM_001613.1:645	Endogenous	mRNA	2	532.06	502.48	578.7	560.37	351.14	274.84	773.82	789.96	924.96	805.32	594.19	444.91	106.65	115.88	112.36	101.85	69.96	125.93	59.98	64.06	75.97	91.74	52.1	61.87	20	20	20	20	20	20	20	20	20	20	20	20	1322.26	919.73	1414.29	1177.99	1371.01	1208.39	566.8	512.03	514.88	511.72	528.14	770.69	20	20	20	20	20	20	20	26.76	85.11	71.38	67.74	101.35	96.22	114.67	105.18	134.05	82.64	92.41	114.34	114.23	20	20	20	20	20	20	20	20	20	20	20	20
ACTBL2	NM_001017992.2	NM_001017992.2:1320	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	58.04	20	73.53	66.81	87.62	20.91	105.16	20	130.02	85.29	110.72	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
AEBP1	NM_001129.3	NM_001129.3:3170	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	104.72	83.27	97.31	111.64	97.57	126.48	31.19	29.26	31.2	28.76	38.18	40.34	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
AGPAT9	NM_032717.3	NM_032717.3:145	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	33.06	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	27.24	20	21.91	20	20	20	20	20	23.12	20	20	20	54.37	20	20	20	20	20	20	38.47	28.64	32.85	37.76	39.81	31.85	20	20	20	20	20	20
AKAP12	NM_005100.3	NM_005100.3:640	Endogenous	mRNA	2	101.98	123.17	99.32	114.23	105.97	139	128.59	147.1	101.38	106.89	137.8	120.57	20	20	20	20	20	20	20	20	20	20	20	20	29.07	20	30.57	24.98	20	20.88	21.6	27.91	21.89	20.92	34.34	20	55.51	60.56	107.04	111.64	69.7	76.31	86.45	56.89	96.21	91.24	101.81	64.1	20	20	20	20	20	20	20	20	48.92	50.27	44.18	48.69	45.52	50.42	40.61	26.39	43.08	36.09	49.55	31.22	20	20	20	20	20	20	20	20	20	20	20	20
AKT1	NM_001014432.1	NM_001014432.1:1275	Endogenous	mRNA	2	120.17	136.04	153.75	119.19	151.68	168.22	122.54	149.01	129.38	119.57	141.21	136.08	162.52	160.34	146.93	151.1	170.6	269.17	174.24	169.19	165.16	159.55	158.22	182.8	368.58	327.18	407.92	405.61	434.9	387.06	417.02	324.75	336.29	344.68	371.09	427.43	223.32	194.29	187.06	202.19	230.99	275.96	175.57	104.03	180.73	190.41	178.17	176.47	477.81	506.26	517.93	434.12	448.51	422.59	402.08	415.26	333.61	402.16	358.32	332.85	374.52	374.65	379.07	283.94	354.28	338.85	326.5	269.59	460.67	432.59	428.04	472.48	471.06	474.9	493.66	416.99	499.35	480.75	482.37	481.69
ALDH1A1	NM_000689.3	NM_000689.3:11	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
ALDH1A2	NM_003888.2	NM_003888.2:3130	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
ALDH1A3	NM_000693.3	NM_000693.3:1474	Endogenous	mRNA	2	60.87	50.25	72.58	79.46	48.48	52.91	77.91	64	136.14	111.42	70.27	57.82	20	20	35.81	38.05	40.5	36.2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	392.39	299.01	341.68	327.02	414.19	361.68	234.39	105.66	210.63	171.57	277.43	203.84	27.87	27.24	37.28	42.79	37.19	37.26	68.67	78.44	146.75	155.84	124.68	146.06	181.05	262.95	163.5	96.05	148.57	143.46	157.54	86.06	245.62	224.99	318.21	333.69	274.86	250.09	123.41	134.74	177.85	153.39	175.76	138.73
ALDH3A2	NM_001031806.1	NM_001031806.1:890	Endogenous	mRNA	2	277.49	302.71	190.04	242.52	259.03	302.48	236	330.5	224	259.08	254.46	304.6	164.21	173.82	165.45	155.57	163.24	181.02	158.53	190.54	160.2	199.44	181.37	199.67	324.97	339.37	344.68	326.69	349.86	324.42	371.33	348.85	318.38	287.9	334.11	320.3	208.18	271.25	149.21	216.26	174.24	252.97	219.23	226.76	197.63	213.22	249.44	244.17	248.2	236.31	252.92	181.58	223.13	205.9	189.98	177.18	319.91	393.12	332.8	306.02	291.75	322.26	303.05	217.44	323.51	306.29	298.56	229.99	267.33	295.55	246.87	290.83	258.75	286.62	210.05	200.63	224.59	236.77	196.28	203.36
ALDH3B2	NM_000695.3	NM_000695.3:2260	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	749.95	590.17	528.44	543.95	738.87	607.61	661.26	496.07	447.57	462.7	592.35	489.34	105.9	98.56	162.33	150.86	126.34	129.29	152.85	110.36	160.19	165.37	149.23	124.62	20	20	20	20	20	20	20	20	20	20	20	20	45.13	32.84	39.3	37.57	42.82	52.95	44.25	47.06	294.48	240.29	226.77	256.34	258.64	335.11	257.23	193.16	246.15	199.79	226.14	278.73	1197.54	1250.74	1209.97	1314.36	1457.72	1322.59	1354.28	1241.14	1528.83	1436.06	1548.45	1426.1
ALOXE3	NM_001165960.1	NM_001165960.1:1308	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	78.84	20	21.82	20	20	20	20	20	20	20	20	20	20	34.24	32.17	31.41	29.81	27.93	29.66	37.49	20	29.01	34.33	29.22	33.51	20	20	20	20	20	20	20	20	20	20	20	20
ANKH	NM_054027.4	NM_054027.4:610	Endogenous	mRNA	2	64.04	64.34	85.95	72.01	81.03	65.55	77.15	76.42	78.21	76.09	82.55	65.57	20	20	20	30.22	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	121.12	151.4	192.46	160.87	227.01	181.89	163.98	101.59	150.82	115.04	159.08	166.38	20	20	20	20	20	20	20	20	20	20	20	20	20	20.76	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
ANPEP	NM_001150.1	NM_001150.1:2670	Endogenous	mRNA	2	812.71	595.63	825.08	791.31	820.71	543.36	960.66	766.08	1100.68	996.45	995.32	683.93	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	297.76	315.41	322.22	343.73	431.12	459.94	188.93	191.81	179.43	183.47	189.62	365.9	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
APAF1	NM_181869.1	NM_181869.1:1160	Endogenous	mRNA	2	91.71	94.37	72.58	74.5	84.5	93.19	99.09	93.61	74.34	85.15	120.75	106.47	94.8	111.84	83.96	72.75	94.51	86.58	102.83	98.56	71.02	93.74	92.61	112.49	66.45	78.24	56.92	44.96	85.04	73.08	84.73	81.19	51.74	56.78	62.07	81.99	100.94	108.5	76.77	104.61	81.64	75.26	111.4	55.27	88.41	82.31	110.72	97.96	76.98	61.68	86.66	54.27	63.11	60.79	54.17	46.14	112.51	101.55	115.84	119.23	106.56	113.68	130.17	85.5	122.2	103.86	118.15	90.63	135.14	146.24	96.68	94.9	141.22	123.64	127.5	152.44	116.29	123.53	132.14	124.95
APBB1	NM_001164.2	NM_001164.2:1589	Endogenous	mRNA	2	73.52	85.79	46.79	67.87	67.18	82.93	74.13	84.06	63.72	69.75	83.23	87.43	20	20	20	20	20	20	20	20	20	20	20	20	38.42	40.64	29.51	20.98	20	34.53	27.41	44.4	20.89	30.88	31.69	36.07	107.24	138.78	65.96	101.97	118.48	141.12	128.33	121.1	110.52	111.07	143.81	114.52	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21.48	20	29.59	20	32.78	20	20	20	20	20	20
AQP5	NM_001651.3	NM_001651.3:545	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
ARC	NM_015193.3	NM_015193.3:805	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	26.95	25.93	32.46	20	20	20	20	20	41.88	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	23.74	20	20	20	24.38	20	23.8	20	20	20	20	20	20	20	20	20	20	24.46	20	26.51	26.83	20.69	20	20	24.28	20	23.76	20	20	20	20	20	20	20	20	20	20	20	20	20	20
ARHGAP33	NM_052948.2	NM_052948.2:215	Endogenous	mRNA	2	22.93	23.9	20	20	22.86	20	20	20.06	22.21	20	20	23.27	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20.88	20	20	20	20	26.41	20	20	20	21.63	20	20	20	27.63	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21.7	20	20	20	20	20.61	20	20	20	20	20	20
ATF3	NM_001674.2	NM_001674.2:1757	Endogenous	mRNA	2	43.48	41.06	60.16	38.9	47.79	41.07	47.65	44.89	72.41	51.63	47.07	46.54	20	20	158.04	102.97	28.23	20	20	20	44.59	20	20	29.53	70.6	58.93	63.24	43.96	60.74	61.83	68.95	58.35	50.74	46.82	50.18	60.12	46.68	40.37	55.14	58.9	33.85	36.59	38.32	478.71	39.01	169.58	43.27	95.08	20	20	20	20	20	85.3	23.65	86.74	51.85	76.41	64.79	48.69	70.35	86	60.4	972.14	52.75	60.73	63.52	1047.15	81.87	65.45	64.77	64.29	66.35	63.69	48.22	39.34	37.62	39.12	35.92	56.87
ATP2B4	NM_001684.3	NM_001684.3:7640	Endogenous	mRNA	2	179.46	125.01	181.44	161.41	186.31	172.96	223.14	187.22	218.21	182.99	226.49	178.39	108.34	94.32	61.73	63.8	83.46	102.32	64.27	105.13	85.88	71.8	63.67	71.71	96.56	121.93	75.89	101.9	99.61	103.59	108.83	128.12	91.54	70.73	117.53	98.39	219.54	240.97	244.36	259.33	281.77	267.6	182.7	108.91	174.23	145.78	181.99	222.56	20	20.83	21.16	20	20	20	20	20	40.11	68.37	53.99	53.65	61.04	62.28	56.24	28.5	47.47	44.89	49.55	28.94	106.54	104.31	96.68	121.44	124.16	119.89	147.93	168.17	196.09	145.15	152.66	162
AXL	NM_021913.2	NM_021913.2:2190	Endogenous	mRNA	2	777.92	617.69	817.44	735.02	762.54	767.66	744.32	667.69	927.86	784.48	807.72	780.53	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	3096.2	2947.17	2845.88	3218.36	2815.7	3168.37	2438.32	1806.75	2337.74	2147.04	2499.45	2562.01	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
BAD	NM_004322.3	NM_004322.3:963	Endogenous	mRNA	2	37.16	39.83	31.51	33.11	36.01	46.6	53.71	41.07	43.45	44.39	44.34	46.54	44.01	35.03	43.21	38.05	44.18	36.2	39.99	34.49	20	20	20	36.56	97.6	91.45	109.62	85.92	114.19	97.97	95.53	96.41	87.56	78.7	97.73	98.39	69.39	93.36	71.36	82.63	73.68	68.99	82.88	69.08	87.11	78.34	89.08	68.43	31.85	26.43	42.32	40.7	43.95	40.2	37.39	33.22	74.35	84.45	58.9	60.61	80.7	86.99	68.73	55.94	53.63	72.17	77.5	69.3	43.4	39.88	38.49	35.72	44.55	37.47	26.97	38.36	45.6	30.88	38.49	32.74
BAG3	NM_004281.3	NM_004281.3:1740	Endogenous	mRNA	2	435.61	363.38	486.07	360.06	464.73	374.35	426.62	379.22	447.03	393.15	506.87	424.46	685.62	576.7	506.22	468.96	693.45	609.18	686.96	719.47	538.41	566.41	731.27	707.29	1896.9	1602.37	1561.06	1542.52	1841.64	1711.26	1944.73	1740.47	1475.51	1364.77	1620.39	1597.14	393.65	317.93	414.12	396.47	316.62	399.31	385	346.23	399.16	330.24	411.06	396.87	934.38	879.54	959.27	856.76	966.88	711.83	734.74	582.28	183.93	191.03	202.23	199.71	182.09	144.33	218.69	206.88	196.92	214.75	193.11	195.72	1393.85	1412.32	1285.06	1409.27	1281.42	1345.07	730.68	700.23	680.62	698.99	706.87	670.4
BCL2L11	NM_138621.4	NM_138621.4:276	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	30.99	20	23.5	20	20	20	20	20	20	20	37.97	40.49	29.47	49.54	45.96	20	44.17	37.38	45.67	38.8	43.83	38.3	38.26	20	20	20	20	20	20	20	20	20	20	20	20	49.11	36.05	43.33	39.66	41.7	45.1	40.44	45.22	20	20	20	20	20	20.76	20	24.28	20	20	20	26.65	38.47	54.2	30.98	40.82	32.23	40.28	31.06	55.07	26.22	32.94	46.18	31.02
BEX1	NM_018476.3	NM_018476.3:367	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	46.72	45.72	49.54	43.96	20	53.8	44.86	46.94	43.78	40.84	50.18	42.63	20	20	20	20	21.9	31.36	20	66.65	20	31.73	20	20	20	20.83	20	21.91	20	32.36	28.99	69.21	69.46	72.39	67.74	61.6	71.39	80.07	66.65	65.44	75.6	66.01	69.87	106.62	20	27.61	30.98	20.41	30.33	34.66	20	21.64	23.94	20	20	20
BGN	NM_001711.3	NM_001711.3:1935	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	378.51	379.75	392.5	361.31	347.48	423.35	192.5	141.42	188.53	136.86	216.35	221.12	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
BHLHA15	NM_177455.3	NM_177455.3:376	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
BIRC3	NM_182962.2	NM_182962.2:275	Endogenous	mRNA	2	66.41	30.03	168.07	121.68	56.79	47.39	69.59	48.72	176.69	136.79	74.36	42.31	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	87.06	51.73	137.32	139.78	62.73	66.9	53.47	269.83	92.31	84.29	61.09	62.66	20	20	20	20	20	20	20	20	31.31	33.18	23.56	30.8	39.31	34.6	33.32	503.49	28.13	28.16	34.3	225.42	35.51	23.52	36.61	33.68	25.59	20	20	20	20	20	20	20
BMP6	NM_001718.2	NM_001718.2:1045	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21.98	20.91	20	20	21.13	20	21.82	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
BOLA3	NM_001035505.1	NM_001035505.1:45	Endogenous	mRNA	2	98.03	100.5	96.45	100.16	90.04	100.3	109.68	88.83	91.72	85.15	100.96	98.01	167.6	165.73	191.37	163.41	158.33	193.62	185.67	142.91	118.91	181.49	169.79	153.27	326.01	271.3	303.57	315.7	315.85	303.55	313.18	337.44	270.63	258.01	283.93	329.05	205.66	225.83	220.58	210.98	227.01	182.93	221.02	201.56	205.43	213.22	230.35	181.51	138.03	128.97	143.08	135.66	137.48	127.46	143.44	127.34	123.27	126.68	124.68	111.28	132.43	130.49	124.97	135.11	129.23	117.94	107.99	117.28	254.5	255.67	234.67	296.96	252.11	237.92	223.13	221.28	241.69	234.71	256.58	186.99
BRCA1	NM_007305.2	NM_007305.2:1275	Endogenous	mRNA	2	130.44	106.62	103.13	96.84	106.66	121.62	100.6	128.95	93.65	89.68	109.15	117.75	45.71	26.95	137.05	123.12	108.01	100.74	51.42	44.35	85.88	113.68	117.7	97.02	104.86	92.46	93.81	82.92	99.61	110.02	125.44	102.75	127.35	102.61	118.85	151.95	118.6	102.19	102.72	96.7	117.49	96.17	134.57	61.77	84.51	94.21	105.63	110.2	138.03	146.59	139.05	120.01	145.37	122.56	115.97	117.19	127.18	136.74	137.44	169.9	144.84	158.17	137.46	134.05	134.5	131.14	138.48	132.51	130.21	123.74	121.09	118.37	140.27	148.93	134.86	127.85	100.33	89.56	110.33	114.61
BRCA2	NM_000059.3	NM_000059.3:115	Endogenous	mRNA	2	67.2	72.31	59.21	66.22	58.87	64.76	64.3	72.6	65.65	64.32	83.23	81.08	20	20	74.08	63.8	68.73	59.82	20	20	90.84	73.79	71.39	57.65	43.61	35.56	52.7	53.95	80.18	51.39	56.49	57.09	58.7	50.81	58.11	62.31	90.84	54.25	74.61	83.51	57.75	55.4	59.71	52.02	50.71	57.52	54.72	90.75	176.52	145.79	177.34	141.92	206.22	157.86	156.41	139.34	64.57	60.32	56.94	94.39	57.94	68.21	61.44	84.44	57.14	80.09	54.63	65.49	146.98	143.18	141.74	130.62	169.66	161.11	121.78	136.7	137.95	127.65	147.53	117.19
BST2	NM_004335.2	NM_004335.2:20	Endogenous	mRNA	2	677.52	739.02	716.21	648.11	864.35	887.7	726.92	610.38	644.96	555.3	754.51	829.18	2556.25	2770.31	2681.71	2422.03	2563.94	2964.04	2746.43	2874.58	2074.36	2471.06	2955.96	2947.3	1484.71	1420.49	1308.09	1447.61	1258.54	1535.4	1745.35	1645.33	1344.17	1438.48	1420.97	1605.88	270	341.9	258.42	282.19	377.35	477.71	473.23	174.74	344.55	338.17	426.33	171.43	374.28	376.49	243.85	371.51	327.93	307.87	466.17	377.42	3801.79	4181.5	3361.37	3320.56	3683.09	4598.65	3926.08	10728.36	3812.72	3856.75	4056.54	9585.76	2761.06	2758.17	2545.72	2756.28	2720.18	2775.38	2854.86	2800.92	2993.82	2852.57	3054.56	3057.29
C12orf39	NR_135187.1	NR_135187.1:1032	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	44.7	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21.11	20	20	20	28.18	20	20	20	20	20	20	20	20	20	20	20	20
C1R	NM_001733.4	NM_001733.4:760	Endogenous	mRNA	2	175.51	169.13	121.28	139.06	132.28	154.8	167.93	175.76	128.41	125.01	107.79	115.63	20	20	20	20	20	20	20	20	20	20	20	20	21.8	24.39	20	21.98	20	20	24.92	26.64	20	20	20	21.86	483.23	516.01	446.56	465.04	485.88	613.6	529.37	309.66	462.87	425.44	473.42	398.31	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	29.38	20	20	20	20	20	20	20
C1S	NM_001734.2	NM_001734.2:775	Endogenous	mRNA	2	120.96	117.04	108.86	87.74	92.81	101.88	96.82	105.07	102.34	98.74	77.77	71.21	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	181.68	204.38	184.9	169.67	183.2	269.69	122.09	95.9	85.81	95.2	82.72	142.61	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22.5	20	20	20	20	20	20	20	20	20	20
C8orf84	NM_153225.3	NM_153225.3:885	Endogenous	mRNA	2	504.39	417.31	392.49	307.92	489.66	438.32	487.14	437.48	440.27	362.35	523.92	531.63	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	25.95	26.37	52.77	31.36	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CA6	NM_001215.3	NM_001215.3:486	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CA9	NM_001216.2	NM_001216.2:960	Endogenous	mRNA	2	20	20	20	20	20	20	20.42	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	35.33	32.8	42.17	32.53	20	20	26.74	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CACYBP	NM_014412.2	NM_014412.2:906	Endogenous	mRNA	2	780.29	786.81	767.78	730.89	752.84	790.56	755.67	833.89	783.99	759.12	840.46	774.89	780.42	703.36	1072.93	1027.46	785.51	725.66	912.62	707.97	913.31	1100.91	984.03	814.16	667.6	620.83	790.54	748.28	804.2	737.99	737.68	655.85	767.1	698.32	776.52	772.88	579.12	518.53	564.42	553.83	472.93	463.08	518.68	403.94	468.07	484.94	506.51	523.64	464.54	457.39	521.96	434.12	548.8	451.02	495.93	448.48	648.63	614.31	729.41	676.63	675.58	556.54	676.91	449.65	690.1	726.99	669.53	517.1	1206.42	1257.9	1117.04	1187.82	1236.88	1227.05	1415.58	1211.63	1386.33	1379.44	1440.68	1335.62
CALML5	NM_017422.4	NM_017422.4:136	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
CAPN5	NM_004055.4	NM_004055.4:3470	Endogenous	mRNA	2	24.51	33.7	22.92	20	26.32	37.12	21.94	32.48	27.03	20	25.92	35.25	20	20	20	20	20	20	20	20	20	20	20	20	20	30.48	20	28.97	20	24.89	20	30.45	20	20.92	26.41	21.86	54.25	87.05	50.82	46.59	74.67	100.35	81.99	52.02	72.81	52.56	76.36	76.35	31.85	43.26	31.24	38.61	36.06	28.43	28.99	32.3	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
