Probe Name	Accession #	NS Probe ID	Class Name	Analyte Type	Class Active	BT549 ABCB1 24 minus doxy.RCC	BT549 ABCB1 24 plus doxy.RCC	BT549 ABCB1 4 minus doxy.RCC	BT549 ABCB1 4 plus doxy.RCC	BT549 ABCB1 72 minus doxy.RCC	BT549 ABCB1 72 plus doxy.RCC	BT549 GFP 24 minus doxy.RCC	BT549 GFP 24 plus doxy.RCC	BT549 GFP 4 minus doxy.RCC	BT549 GFP 4 plus doxy.RCC	BT549 GFP 72 minus doxy.RCC	BT549 GFP 72 plus doxy.RCC	CAMA-1 ABCB1 24 minus doxy.RCC	CAMA-1 ABCB1 24 plus doxy.RCC	CAMA-1 ABCB1 4 minus doxy.RCC	CAMA-1 ABCB1 4 plus doxy.RCC	CAMA-1 ABCB1 72 minus doxy.RCC	CAMA-1 ABCB1 72 plus doxy.RCC	CAMA-1 GFP 24 minus doxy.RCC	CAMA-1 GFP 24 plus doxy.RCC	CAMA-1 GFP 4 minus doxy.RCC	CAMA-1 GFP 4 plus doxy.RCC	CAMA-1 GFP 72 minus doxy.RCC	CAMA-1 GFP 72 plus doxy.RCC	HCC1428 ABCB1 24 minus doxy.RCC	HCC1428 ABCB1 24 plus doxy.RCC	HCC1428 ABCB1 4 minus doxy.RCC	HCC1428 ABCB1 4 plus doxy.RCC	HCC1428 ABCB1 72 minus doxy.RCC	HCC1428 ABCB1 72 plus doxy.RCC	HCC1428 GFP 24 minus doxy.RCC	HCC1428 GFP 24 plus doxy.RCC	HCC1428 GFP 4 minus doxy.RCC	HCC1428 GFP 4 plus doxy.RCC	HCC1428 GFP 72 minus doxy.RCC	HCC1428 GFP 72 plus doxy.RCC	Hs578T ABCB1 24 minus doxy.RCC	Hs578T ABCB1 24 plus doxy.RCC	Hs578T ABCB1 4 minus doxy.RCC	Hs578T ABCB1 4 plus doxy.RCC	Hs578T ABCB1 72 minus doxy.RCC	Hs578T Abcb1 72 plus doxy.RCC	Hs578T GFP 24 minus doxy.RCC	Hs578T GFP 24 plus doxy.RCC	Hs578T GFP 4 minus doxy.RCC	Hs578T GFP 4 plus doxy.RCC	Hs578T GFP 72 minus doxy.RCC	Hs578T GFP 72 plus doxy.RCC	MCF7 ABCB1 24 minus doxy.RCC	MCF7 ABCB1 24 plus doxy.RCC	MCF7 ABCB1 72 minus doxy.RCC	MCF7 ABCB1 72 plus doxy.RCC	MCF7 GFP 24 minus doxy.RCC	MCF7 GFP 24 plus doxy.RCC	MCF7 GFP 72 minus doxy.RCC	MCF7 GFP 72 plus doxy.RCC	T47D ABCB1 24 minus doxy.RCC	T47D ABCB1 24 plus doxy.RCC	T47D ABCB1 4 minus doxy.RCC	T47D ABCB1 4 plus doxy.RCC	T47D ABCB1 72 minus doxy.RCC	T47D ABCB1 72 plus doxy.RCC	T47D GFP 24 minus doxy.RCC	T47D GFP 24 plus doxy.RCC	T47D GFP 4 minus doxy.RCC	T47D GFP 4 plus doxy.RCC	T47D GFP 72 minus doxy.RCC	T47D GFP 72 plus doxy.RCC	ZR-75-1 ABCB1 24 minus doxy.RCC	ZR-75-1 ABCB1 24 plus doxy.RCC	ZR-75-1 ABCB1 4 minus doxy.RCC	ZR-75-1 ABCB1 4 plus doxy.RCC	ZR-75-1 ABCB1 72 minus doxy.RCC	ZR-75-1 ABCB1 72 plus doxy.RCC	ZR-75-1 GFP 24 minus doxy.RCC	ZR-75-1 GFP 24 plus doxy.RCC	ZR-75-1 GFP 4 minus doxy.RCC	ZR-75-1 GFP 4 plus doxy.RCC	ZR-75-1 GFP 72 minus doxy.RCC	ZR-75-1 GFP 72 plus doxy.RCC
NFKB2	NM_001077493.1	NM_001077493.1:1061	Endogenous	mRNA	2	172.34	145.84	316.09	281.43	166.22	199.02	185.32	174.8	334.07	290.78	208.75	167.81	172.67	142.83	250.64	242.87	176.74	192.04	175.67	177.4	222.96	175.51	185.23	175.77	125.63	135.14	133.87	126.88	104.47	107.61	106.33	111.63	130.34	117.55	81.88	135.55	167.81	184.2	256.26	275.16	152.33	198.61	137.24	518.54	198.93	179.5	108.17	190.15	128.74	169.82	135.02	136.71	161.15	305.91	180.06	323.9	166.32	172.93	152.16	197.72	164.5	204.63	174.96	464.43	174.06	209.47	168.97	456.17	262.39	246.47	269.4	295.94	253.06	284.75	162.64	159.32	234.85	215.15	165.49	171.48
NID2	NM_007361.3	NM_007361.3:1995	Endogenous	mRNA	2	26.88	20	21.01	20	30.47	20	21.18	20	25.1	20.83	30.02	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	49.21	104.72	47.58	53.62	61.73	177.7	44.56	51.2	36.41	50.58	53.45	128.93	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
NKD2	NM_033120.2	NM_033120.2:314	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20.3	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
NOV	NM_002514.2	NM_002514.2:30	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	92.1	85.79	92.99	93.18	147.36	99.31	54.36	34.14	57.21	49.59	54.72	69.87	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22.17	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
NPTX1	NM_002522.3	NM_002522.3:4785	Endogenous	mRNA	2	32.41	20	43.93	25.66	29.78	30.01	40.85	20	58.9	47.11	38.2	21.15	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21.11	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
NR4A1	NM_173157.1	NM_173157.1:1575	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	33.58	20	20	20	20	20	20	20	20	20	20	20	20.98	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22.17	20	20	20	21.32	31.57	34.77	48.81	54.08	50.23	42.15	23.7	29.5	44.46	40.15	35.92	28.44
OAS3	NM_006187.2	NM_006187.2:4980	Endogenous	mRNA	2	43.48	42.89	47.75	38.9	60.25	63.97	49.17	72.6	56	69.75	70.27	59.93	20	20	34.57	31.34	31.91	20	20	20	39.64	47.87	20	20	56.07	76.21	64.3	74.93	85.04	87.53	82.24	79.92	68.65	85.67	79.24	81.99	26.5	30.28	20	21.98	23.9	20	32.08	20.32	37.71	24.79	30.54	28.81	84.94	88.92	70.53	96.01	64.23	98.05	128.18	131.04	142.84	156.84	150.2	146.06	155.19	197.71	153.09	2567.04	130.99	144.34	209.62	1264.19	57.21	50.11	43.18	53.06	54.97	64.63	43.32	49.17	61.56	36.03	43.62	41.36
OXTR	NM_000916.3	NM_000916.3:1430	Endogenous	mRNA	2	28.46	20	34.38	22.35	33.24	29.22	37.06	21.01	29.93	33.52	46.39	34.55	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	27.25	27.88	24.04	20	20	20	20	25.45	20.89	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PAEP	XM_005263406.2	XM_005263406.2:257	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PAPL	NM_001004318.2	NM_001004318.2:2376	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PBX1	NM_002585.2	NM_002585.2:368	Endogenous	mRNA	2	113.84	131.14	88.81	92.71	131.59	124.78	137.67	134.68	94.62	88.78	136.44	129.74	964.94	987.66	919.83	806.97	832.15	854.74	1046.87	1054.56	890.19	909.45	924.22	926.65	616.73	610.67	502.79	526.5	549.09	548.47	632.18	663.46	505.43	518.01	625.97	572.83	128.69	108.5	94.07	94.94	111.51	117.08	131.01	65.83	80.61	71.4	117.08	118.85	234.92	209.07	218.66	185.75	227.63	185.31	219.73	201.17	317.96	282.52	288.62	273.24	294.85	256.03	357.2	208.99	294.5	264.92	368.43	249.79	1513.21	1406.18	1381.75	1310.28	1399.9	1414.38	1370.63	1471.27	1526.55	1410.33	1554.86	1459.71
PCOLCE	NM_002593.3	NM_002593.3:1258	Endogenous	mRNA	2	23.72	22.06	20	20	20	27.64	20	20	20	20	20	20	54.17	39.08	29.63	24.62	20	36.2	44.27	49.28	20	20	44.38	20	20	20	20	20	20	20	20	20	20	20	20	20	774.68	758.24	697.41	703.28	786.56	960.65	737.02	555.11	587.69	548.41	650.32	738.28	42.47	49.66	47.36	56.35	32.68	41.18	35.1	32.3	21.52	37.2	20	20	30	33.61	20	20	20	20	20	20.56	20	20	20	20	20	20	31.88	21.64	29.64	30.88	30.79	28.44
PDGFB	NM_033016.2	NM_033016.2:1480	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	40.63	51.2	35.81	31.34	30.68	56.67	39.99	55.85	47.9	20	20	43.59	20	27.43	22.14	22.98	20	20	22.43	20	22.88	20.92	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20.59	20	20	20	24.13	20	20	20	20	20	20	20	20	20	20	20	25.57	20.65	23.47	20	28.1	20	20	20	20	20	20
PDGFRA	NM_006206.3	NM_006206.3:1925	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	270	218.26	235.71	277.79	264.84	195.48	296.77	151.98	256.14	217.18	285.07	276.59	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PDIA4	NM_004911.4	NM_004911.4:1810	Endogenous	mRNA	2	505.97	485.32	474.61	520.64	511.13	481.76	558.24	538.74	574.48	540.8	523.24	466.77	489.24	522.8	740.8	640.2	493.4	502.14	557	558.49	548.32	540.48	532.54	504.81	403.88	414.56	383.68	387.63	413.03	445.68	454.41	417.36	349.23	331.73	365.81	401.2	817.58	688.85	699.58	774.48	832.36	690.96	663.94	350.3	656.6	661.47	713.95	532.28	639.73	652.85	664.04	651.18	626.56	458.87	622.58	435.56	396.22	448.41	346.54	392.47	410.73	425.07	410.31	450.71	370.11	356.45	411.62	461.51	613.57	646.33	535.05	571.46	605.64	582.61	505.92	507.47	556.35	480.75	465.69	466.18
PDK2	NM_002611.3	NM_002611.3:435	Endogenous	mRNA	2	60.87	91.3	48.7	67.05	70.64	95.56	75.64	95.52	57.93	55.26	72.31	91.66	147.28	133.4	95.07	81.7	116.6	125.93	117.11	180.69	113.96	121.66	129.27	127.96	481.75	500.93	327.81	390.63	386.31	416.77	443.61	511.23	373.11	385.52	413.35	442.74	133.74	161.49	112.45	124.83	116.49	154.71	139.03	91.84	135.22	120	169.26	126.05	135.38	159.41	153.16	202.45	139.74	116.68	107.58	107.04	214.25	218.17	164.93	148.04	204.85	225.39	197.87	165.72	166.15	190.99	209.62	145.46	328.49	392.71	320.09	384.72	363.95	360.62	308.94	309.79	330.62	291.33	336.12	277.47
PDPN	NM_006474.4	NM_006474.4:431	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	211.97	242.23	225.98	245.27	175.23	198.61	228.15	111.35	197.63	208.26	206.17	119.57	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PHLDB1	NM_001144758.1	NM_001144758.1:3910	Endogenous	mRNA	2	76.69	76.6	61.12	70.36	71.34	108.99	62.78	77.37	48.28	61.6	70.27	83.91	50.79	56.59	45.68	34.7	68.73	62.96	37.13	70.63	59.46	45.87	55.95	64.68	117.32	117.87	110.68	98.91	126.34	109.21	108.83	106.56	89.55	89.66	95.08	121.34	357.06	304.05	360.06	327.9	326.57	336.59	292.31	238.95	306.84	288.59	305.43	244.17	69.02	64.08	57.44	74.09	58.6	50	48.07	59.06	157.51	188.01	162.96	126.19	183.12	209.57	177.04	210.05	146.81	147.86	142.29	182.77	50.31	59.32	49.75	51.02	45.49	63.69	53.13	43.27	31.92	41.18	41.05	45.67
PI3	NM_002638.3	NM_002638.3:274	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PIK3C2B	NM_002646.3	NM_002646.3:1598	Endogenous	mRNA	2	34.79	26.35	20	20	28.4	28.43	32.53	35.34	20	20	30.02	28.2	138.82	192.68	116.06	95.14	195.15	223.52	148.53	165.9	80.93	113.68	127.35	154.68	93.44	68.08	86.43	91.91	60.74	74.68	93.04	84.99	87.56	69.73	97.73	104.95	32.8	32.8	20	20	24.89	38.68	24.95	20	20	20	20	20.89	114.14	105.74	119.91	105.4	105.93	100.01	112.92	105.2	90.98	131.71	107.01	103.33	110.7	133.45	106.22	93.94	104.61	93.29	111.8	115	136.13	176.92	135.17	166.34	140.27	168.6	139.76	143.59	158.47	154.42	147.53	159.41
PKMYT1	NM_004203.3	NM_004203.3:780	Endogenous	mRNA	2	65.62	68.02	73.53	83.6	72.03	66.34	74.13	86.92	96.55	74.28	72.99	66.98	20	20	59.26	58.2	30.68	31.48	20	20	59.46	71.8	20	39.37	114.21	97.54	148.62	116.89	138.49	135.71	133.75	116.71	115.41	119.54	142.63	120.25	74.44	66.87	85.42	103.73	79.65	61.67	82.88	31.7	72.81	70.41	63.63	78.51	120.78	89.72	108.83	83.48	94.66	121.58	103.76	93.2	116.42	96.52	113.88	110.29	113.8	87.98	115.6	90.78	116.04	117.06	115.61	108.9	180.52	147.27	161.45	182.66	159.23	175.16	186.35	149.49	180.13	181.18	184.74	172.34
PLAT	NM_000931.2	NM_000931.2:1334	Endogenous	mRNA	2	20	20	20	20	20	20	20	21.97	23.17	24.46	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	681.32	837.72	673.63	708.55	722.84	804.9	808.32	400.69	846.42	693.2	865.39	692.9	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PMAIP1	NM_021127.2	NM_021127.2:688	Endogenous	mRNA	2	67.2	65.57	104.09	72.84	60.25	59.23	68.83	72.6	139.03	113.23	86.64	95.89	20	20	28.4	20	20	20	20	20	20	20	20	20	36.34	42.68	56.92	48.95	20	38.55	42.37	35.52	33.83	26.9	43.58	36.07	456.73	355.78	341.68	365.7	417.18	475.62	488.38	1553.17	436.86	759.65	515.42	504.91	37.16	44.86	36.28	42.79	45.08	86.28	54.17	90.43	40.11	26.14	36.32	36.76	36.21	29.66	39.57	1057.64	35.16	51.05	38.11	674.74	141.06	137.04	147.37	153.07	139.33	139.57	102.98	94.41	92.35	100.88	73.12	70.66
PMP22	NM_000304.3	NM_000304.3:417	Endogenous	mRNA	2	581.86	498.19	538.59	474.29	491.04	462.02	665.65	598.91	664.27	516.34	682.88	522.47	57.56	45.81	39.51	20	34.37	33.06	38.56	20	46.24	20	20	42.18	20	20	28.46	20	20	20	20	20	20	20	20	20	532.44	516.01	535.22	538.01	506.79	548.79	512.44	252.77	497.97	440.32	436.51	469.62	1755.95	1475.51	1468.13	1630.04	1588.93	931.46	933.87	670.87	20	20	20	20	20	20	20	20	20	20	20	20	26.63	35.79	23.47	33.68	29.38	34.66	31.06	35.4	44.46	32.94	25.66	20
PNMA2	NM_007257.5	NM_007257.5:565	Endogenous	mRNA	2	50.6	61.89	51.57	38.08	60.25	60.02	54.46	35.34	41.52	41.67	63.44	59.93	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	78.23	78.22	57.31	59.78	87.62	99.31	57.04	41.45	46.81	60.49	53.45	43.22	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PPL	NM_002705.4	NM_002705.4:2435	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	204.84	189.99	113.59	123.12	201.29	223.52	137.11	164.26	127.17	109.69	152.43	181.39	61.26	80.27	51.65	62.94	55.88	65.05	77.26	68.5	63.68	66.74	55.47	60.12	20	20	20	20	20	20	20	20	20	20	20	20	288.01	279.56	334.54	291.15	290.74	334.35	286.11	346.97	182.95	195.05	170.82	159.97	169.67	259	167.67	193.16	138.9	162.82	214.71	186.58	673.74	605.43	583.86	583.71	606.59	649.12	286.88	285.21	300.98	304.71	261.71	286.08
PPP1R3C	NM_005398.4	NM_005398.4:840	Endogenous	mRNA	2	86.17	53.92	59.21	43.04	79.65	57.65	70.35	60.18	46.34	48.01	64.13	55.7	52.48	49.85	32.1	20	33.14	53.52	20	20	20	20	20	20	29.07	23.37	29.51	20	20	20	25.75	20	20	20	20	25.14	20	20	20	20	30.87	30.31	20	29.26	20	20	20	23.05	75.65	70.49	80.61	76.18	73.25	56.87	54.17	45.22	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PRR9	NM_001195571.1	NM_001195571.1:1098	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PRSS22	NM_022119.3	NM_022119.3:499	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	115.12	134.74	81.49	99.61	101.87	105.47	95.69	108.41	90.84	63.82	73.32	92.81	73.72	90.43	85.38	70.93	53.45	82.71	83.07	63.43	92.53	74.71	83.2	109.32	20	20	20	20	20	20	20	20	20	20	20	20	94.23	113.75	104.79	142.97	102.55	75.5	113.68	141.19	274.91	252.36	238.55	201.7	248.3	296.56	204.11	310.32	221.54	210.35	218.52	306.91	382.74	369.19	352.95	354.1	396.18	410.27	224.76	265.54	293	229.56	233.49	250.75
PSG5	NM_002781.3	NM_002781.3:162	Endogenous	mRNA	2	72.73	64.34	89.77	76.98	62.33	70.29	102.87	78.33	113.93	96.93	77.09	69.1	20	20	20	20	20	20	20	20	20	20	20	20	29.07	25.4	22.14	24.98	20	34.53	25.75	20	20	21.92	20	20	262.43	218.26	263.83	258.45	264.84	427.54	192.5	117.04	188.53	149.75	197.26	195.19	20	20	20	20.87	20	20	32.04	20	20	20	20	20	20	25.7	20	20	20	20.24	20	20	41.43	22.5	27.22	32.65	25.59	36.53	20	20	20	20	20	20
PSRC1	NM_001032290.1	NM_001032290.1:1560	Endogenous	mRNA	2	163.65	180.16	136.56	133.26	189.77	191.91	167.93	165.25	124.55	140.41	174.64	178.39	60.94	57.94	180.26	164.53	126.42	111.76	89.98	54.21	143.69	171.52	191.02	122.34	112.13	97.54	74.84	75.93	114.19	99.58	104.67	98.95	81.59	77.7	101.69	107.13	223.32	151.4	177.33	158.24	149.35	149.48	220.13	105.66	200.23	155.7	208.71	127.49	134.05	119.35	144.09	99.14	143.12	92.17	103	75.67	93.92	103.56	117.8	107.31	124.15	89.96	135.38	54.89	94.07	115.3	91.47	63.21	62.15	56.25	44.12	60.21	49.29	50.58	56.39	48.19	71.82	54.56	47.47	55.15
PTGIS	NM_000961.3	NM_000961.3:1409	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	187.99	181.67	148.13	158.24	206.1	235.2	90.01	71.52	66.31	68.43	110.72	138.29	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PTHLH	NM_198965.1	NM_198965.1:605	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PTPRC	NM_080923.2	NM_080923.2:154	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
PTX3	NM_002852.3	NM_002852.3:1152	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	244.77	155.18	246.53	261.97	219.04	163.07	94.47	140.61	105.32	85.29	118.35	138.29	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
RAB31	NM_006868.3	NM_006868.3:3800	Endogenous	mRNA	2	498.06	417.92	450.74	437.87	486.89	447.8	512.85	474.74	493.38	405.83	495.27	430.1	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	391.13	401.2	417.37	416.69	427.13	514.3	380.54	299.09	383.56	326.27	403.42	586.3	79.64	100.13	84.64	79.31	110.44	62.75	80.11	72.9	60.66	113.61	67.74	59.62	64.14	95.89	76.02	76	61.54	64.25	62.25	52.55	767.45	749.62	799.76	741.88	726.01	645.37	481.4	393.39	446.91	363.39	366.91	306.76
RAB40B	NM_006822.2	NM_006822.2:1607	Endogenous	mRNA	2	42.69	37.38	46.79	47.18	56.1	45.81	44.63	46.81	74.34	49.82	57.99	48.65	126.97	130.7	100.01	102.97	119.05	124.35	127.11	106.77	140.38	99.72	154.36	118.12	136.01	173.75	158.11	133.87	111.76	103.59	124.61	133.2	127.35	134.48	126.78	153.05	44.16	46.68	42.17	43.95	36.84	51.22	41	26.01	37.71	29.75	43.27	43.22	87.6	85.71	91.7	101.23	75.5	64.71	65.62	78.44	53.81	76.41	72.65	85.45	72.42	91.93	59.36	35.89	71.21	79.21	66.06	61.69	130.21	164.65	153.94	165.32	124.16	149.87	119.33	125.88	144.79	118.39	175.76	149.07
RAF1	NM_002880.3	NM_002880.3:1536	Endogenous	mRNA	2	690.17	734.73	698.07	739.16	752.84	709.21	633.88	779.45	773.37	732.85	762.01	731.88	526.49	507.98	564.25	569.69	535.13	541.49	564.14	535.49	493.82	546.47	557.62	558.24	403.88	359.7	425.84	418.6	374.16	356.55	420.35	362.81	360.17	382.53	390.9	394.64	524.87	553.86	535.22	596.91	517.74	585.38	524.92	707.1	577.28	576.18	544.69	465.3	658.32	650.44	668.07	683.53	626.56	626.53	608.85	646.88	573.3	625.37	620.44	677.62	597.98	663.3	643.58	663.93	587.25	640.74	565.35	728.81	472.51	536.91	467.47	507.17	484.33	528.29	388.22	440.59	438.93	435.45	419.5	443.77
RASD2	NM_014310.3	NM_014310.3:1155	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	22.69	23.52	20	28.57	29.38	28.1	62.93	45.24	70.68	40.15	50.03	55.15
REL	NM_002908.3	NM_002908.3:2067	Endogenous	mRNA	2	41.9	45.96	48.7	56.29	33.94	35.54	24.96	36.3	50.21	43.48	53.21	42.31	181.14	265.44	223.48	257.42	250.38	234.54	215.66	328.52	298.93	219.38	245.04	264.36	497.33	513.12	358.38	337.68	505.36	525.99	475.18	517.57	350.22	391.5	445.04	558.62	105.98	95.88	112.45	120.44	111.51	111.85	118.53	148.73	96.21	104.13	100.54	146.22	177.85	217.08	231.76	175.32	200.59	159.82	193.03	187.33	61.63	70.38	74.61	74.52	72.42	73.15	55.19	121.39	77.36	62.49	68.6	92.15	276.2	302.71	345.44	331.65	302.35	325.96	268.9	287.17	379.64	322.21	323.29	351.57
RFC3	NM_002915.3	NM_002915.3:740	Endogenous	mRNA	2	639.57	662.42	682.79	620.8	669.04	666.57	566.56	684.88	673.93	628.67	668.55	638.81	223.46	159	538.32	442.1	363.3	336.86	252.79	137.98	457.48	516.55	439.92	330.45	382.08	267.23	429	435.58	481.06	432.83	450.25	303.19	416.88	373.57	422.59	490.84	315.42	235.92	278.97	300.65	250.9	200.7	265.58	146.3	293.84	270.74	225.26	267.94	546.83	487.03	552.19	457.08	538.66	457.89	505.85	390.34	404.05	351.89	420.17	414.32	443.83	366.75	387.4	236.44	414.06	397.82	415.44	282.54	582	590.09	523.79	535.75	619.86	596.66	596.64	482.88	615.64	485.89	538.81	563.55
RIMS3	NM_014747.2	NM_014747.2:3580	Endogenous	mRNA	2	27.67	30.03	23.87	20	33.24	38.7	21.94	31.52	23.17	20	31.38	33.14	40.63	30.99	29.63	20	25.77	31.48	42.85	37.78	33.03	51.85	46.31	46.4	40.49	37.6	29.51	32.97	48.59	39.35	36.55	38.06	20	33.87	46.22	25.14	47.94	64.34	35.68	34.28	59.74	94.08	40.1	23.57	37.71	30.74	59.81	52.58	20	28.04	25.19	27.13	28.17	20	22.13	20	20	20	20	20	20	21.75	20	20	20	20	20	20	25.65	25.57	25.34	22.45	31.28	21.54	31.88	40.32	37.62	37.06	30.79	41.36
RND1	NM_014470.2	NM_014470.2:350	Endogenous	mRNA	2	20	20	20	20	20	20	20	20	20	20	20	20	76.18	83.54	118.53	96.25	71.19	56.67	82.84	59.13	34.68	59.83	59.81	54.84	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	47.14	20	20	20	20	20	20	20	20	20	37.26	20	28.61	42.07	33.18	48.1	27.82	41.38	40.53	42.7	423.27	50.11	35.21	48.28	169.07	80.89	71.59	109.83	134.7	79.62	78.68	37.6	43.27	72.96	63.82	73.12	45.67
ROR1	NM_001083592.1	NM_001083592.1:948	Endogenous	mRNA	2	33.2	31.86	38.2	28.97	33.94	33.96	37.82	28.66	35.72	33.52	40.93	28.2	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	321.73	213.22	327.62	327.02	262.85	209.06	190.72	108.1	195.03	158.67	164.17	175.75	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20
